idx,workerid,sentence,Option A,Option B,response,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
960,517,Five students submitted two assignments each.,All students submitted the same two assignments,Not all students submitted the same two assignments,A,B,surface,five,number,two,number,,26,Group 42
960,579,Five students submitted two assignments each.,All students submitted the same two assignments,Not all students submitted the same two assignments,B,B,surface,five,number,two,number,,19,Group 42
961,472,Three birds laid four eggs each.,Not all birds laid the same four eggs,All birds laid the same four eggs,B,A,surface,three,number,four,number,,21,Group 20
961,407,Three birds laid four eggs each.,Not all birds laid the same four eggs,All birds laid the same four eggs,A,A,surface,three,number,four,number,,15,Group 20
961,340,Three birds laid four eggs each.,Not all birds laid the same four eggs,All birds laid the same four eggs,A,A,surface,three,number,four,number,,19,Group 20
961,513,Three birds laid four eggs each.,Not all birds laid the same four eggs,All birds laid the same four eggs,A,A,surface,three,number,four,number,,22,Group 20
961,568,Three birds laid four eggs each.,Not all birds laid the same four eggs,All birds laid the same four eggs,A,A,surface,three,number,four,number,,24,Group 20
962,518,Two teams won five matches each.,Not both teams won the same five matches,Both teams won the same five matches,B,A,surface,two,number,five,number,,26,Group 26
962,557,Two teams won five matches each.,Not both teams won the same five matches,Both teams won the same five matches,A,A,surface,two,number,five,number,,12,Group 26
962,461,Two teams won five matches each.,Not both teams won the same five matches,Both teams won the same five matches,A,A,surface,two,number,five,number,,19,Group 26
962,405,Two teams won five matches each.,Not both teams won the same five matches,Both teams won the same five matches,A,A,surface,two,number,five,number,,14,Group 26
962,616,Two teams won five matches each.,Not both teams won the same five matches,Both teams won the same five matches,A,A,surface,two,number,five,number,,27,Group 26
963,581,Four musicians played three songs each.,Not all musicians played the same three songs,All musicians played the same three songs,A,A,surface,four,number,three,number,,20,Group 47
963,364,Four musicians played three songs each.,Not all musicians played the same three songs,All musicians played the same three songs,A,A,surface,four,number,three,number,,5,Group 47
963,420,Four musicians played three songs each.,Not all musicians played the same three songs,All musicians played the same three songs,A,A,surface,four,number,three,number,,14,Group 47
963,469,Four musicians played three songs each.,Not all musicians played the same three songs,All musicians played the same three songs,A,A,surface,four,number,three,number,"Hard to tell but in usual context, they wouldn't all be playing the same songs because they would be at the same eent.",19,Group 47
963,618,Four musicians played three songs each.,Not all musicians played the same three songs,All musicians played the same three songs,A,A,surface,four,number,three,number,,22,Group 47
964,595,Four artists each paint three paintings.,"in total, only three paintings are painted","in total, more than three paintings are painted",B,B,surface,four,number,three,number,,24,Group 11
964,371,Four artists each paint three paintings.,"in total, only three paintings are painted","in total, more than three paintings are painted",B,B,surface,four,number,three,number,,15,Group 11
964,398,Four artists each paint three paintings.,"in total, only three paintings are painted","in total, more than three paintings are painted",B,B,surface,four,number,three,number,,24,Group 11
964,470,Four artists each paint three paintings.,"in total, only three paintings are painted","in total, more than three paintings are painted",B,B,surface,four,number,three,number,,7,Group 11
964,523,Four artists each paint three paintings.,"in total, only three paintings are painted","in total, more than three paintings are painted",B,B,surface,four,number,three,number,,6,Group 11
966,499,Three countries have five major cities.,the countries do not all have the same five cities,the countries all have the same five cities,A,A,surface,three,number,five,number,This is weird because it is talking about different countries and five cities,6,Group 55
966,387,Three countries have five major cities.,the countries do not all have the same five cities,the countries all have the same five cities,A,A,surface,three,number,five,number,,16,Group 55
966,554,Three countries have five major cities.,the countries do not all have the same five cities,the countries all have the same five cities,A,A,surface,three,number,five,number,,6,Group 55
966,610,Three countries have five major cities.,the countries do not all have the same five cities,the countries all have the same five cities,A,A,surface,three,number,five,number,,19,Group 55
968,361,Seven trains make exactly four stops.,the trains all make the same stops,the trains don't necessarily make the same stops,B,B,surface,seven,number,exactly four,number,,6,Group 39
968,521,Seven trains make exactly four stops.,the trains all make the same stops,the trains don't necessarily make the same stops,A,B,surface,seven,number,exactly four,number,,10,Group 39
968,593,Seven trains make exactly four stops.,the trains all make the same stops,the trains don't necessarily make the same stops,B,B,surface,seven,number,exactly four,number,,20,Group 39
968,397,Seven trains make exactly four stops.,the trains all make the same stops,the trains don't necessarily make the same stops,B,B,surface,seven,number,exactly four,number,,20,Group 39
968,463,Seven trains make exactly four stops.,the trains all make the same stops,the trains don't necessarily make the same stops,B,B,surface,seven,number,exactly four,number,,16,Group 39
969,376,Nine chefs each prepare two dishes.,"in total, only two dishes are prepared","in total, more than two dishes are prepared",B,B,surface,nine,number,two,number,,19,Group 2
969,602,Nine chefs each prepare two dishes.,"in total, only two dishes are prepared","in total, more than two dishes are prepared",B,B,surface,nine,number,two,number,,14,Group 2
969,488,Nine chefs each prepare two dishes.,"in total, only two dishes are prepared","in total, more than two dishes are prepared",B,B,surface,nine,number,two,number,,25,Group 2
969,428,Nine chefs each prepare two dishes.,"in total, only two dishes are prepared","in total, more than two dishes are prepared",A,B,surface,nine,number,two,number,,12,Group 2
